SRC_ID	TGT_ID	SRC_LANG	TGT_LANG	SRC_SENT	TGT_SENT	PRED
2268046	3780613	eng	mar	The children were standing in line.	मुलं एका रांगेत उभी होती.	मुले ओळीत उभे होती.
264610	2087612	eng	mar	Try it out yourself.	स्वतः करून पाहा.	स्वत: ला प्रयत्न करा.
300937	2651328	eng	mar	He says his son can count up to 100 now.	तो म्हणतो की त्याचा मुलगा आता १०० पर्यंत मोजू शकतो.	तो म्हणतो की त्याचा मुलगा आता 100 पर्यंत मोजू शकतो.
1762086	8373086	eng	mar	Why don't you use your language?	तुम्ही तुमची भाषा का नाही वापरत?	आपण आपली भाषा का वापरत नाही?
313573	2097746	eng	mar	She is happy.	त्या खूष आहेत.	ती आनंदी आहे.
280158	7731217	eng	mar	Duck!	खाली वाका!	बदक!
5757836	6139176	eng	mar	Tom vomited twice.	टॉमने दोनदा उलटी केली.	टॉम दोनदा उलटला.
2692525	3035947	eng	mar	Brazil is the fifth biggest country in the world.	ब्राजिल जगातला पाचवा सर्वात मोठा देश आहे.	ब्राझील हा जगातील सर्वात मोठा देश आहे.
36609	2567156	eng	mar	What religion do you believe in?	तुमचा कोणत्या धर्मात विश्वास आहे?	तुमच्यावर काय धर्म आहे?
35294	2497277	eng	mar	The bus stopped suddenly in the middle of the street.	बस अचानक रस्त्याच्या मधोमध थांबली.	बस अचानक रस्त्याच्या मधोमध थांबली.
2271873	4408016	eng	mar	I don't like bugs.	मला किडे आवडत नाहीत.	मला बग आवडत नाहीत.
2871751	3268320	eng	mar	What are you reading now?	सध्या काय वाचत आहात?	तू आता काय वाचत आहेस?
2289624	6739125	eng	mar	I won't close the door.	मी दार बंद करणार नाही.	मी दार बंद करणार नाही.
27061	2499331	eng	mar	Raise your right hand.	उजवा हात वर कर.	आपला उजवा हात वाढवा.
292778	2106177	eng	mar	He is about my age.	तो सुमारे माझ्या वयाचा आहे.	तो माझ्या वयात आहे.
323248	2345115	eng	mar	We have a test tomorrow.	आम्हाला उद्या परीक्षा आहे.	आमच्याकडे उद्या एक चाचणी आहे.
9337425	9337507	eng	mar	Who told Tom I was here?	टॉमला कोणी सांगितलं की मी इथे होतो?	टॉमला इथे कोणी सांगितले?
2535211	2550706	eng	mar	The first Muslims of Trinidad and Tobago came from Africa.	ट्रनिडॅड अँड टोबॅगोचे सर्वप्रथम मुसलमान आफ्रिकेपासून आले.	त्रिनिदाद आणि टोबागोची पहिली मुस्लिम आफ्रिकेकडून आली.
2408409	2654137	eng	mar	I think we can finish this later.	मला वाटतं आपण हे नंतर पूर्ण करू शकतो.	मला वाटते की आम्ही हे नंतर संपवू शकतो.
2956150	8615332	eng	mar	Tom bought a rose and gave it to Mary.	टॉमने एक गुलाब विकत घेतला आणि तो मेरीला दिला.	टॉमने एक गुलाब विकत घेतला आणि मेरीला दिले.
1890914	2094743	eng	mar	I'll help you.	मी तुमची मदत करेन.	मी तुला मदत करीन.
58118	3529437	eng	mar	This river is 500 miles in length.	या नदीची लांबी ५०० मैल आहे.	ही नदी लांबी 500 मैल आहे.
6043946	9116462	eng	mar	You betrayed me. "You betrayed yourself."	तू माझा विश्वासघात केलास. "तुम्ही स्वतःचाच विश्वासघात केलात."	तू माझा विश्वासघात केलास. "तू स्वतःचा विश्वासघात केलास.
801752	4335094	eng	mar	They are afraid of death.	त्या मृत्यूला घाबरतात.	त्यांना मृत्यूची भीती वाटते.
2344413	2626211	eng	mar	I am not making them weak.	मी त्यांना अबल बनवत नाहीये.	मी त्यांना कमकुवत करत नाही.
2402675	5079997	eng	mar	I ski.	मी स्की करतो.	मी स्की.
673688	3216614	eng	mar	No! Did he really say that? You can't be serious!	काय! तो असं खरंच म्हणाला? काहीही!	नाही! त्याने खरोखर असे म्हटले आहे का? आपण गंभीर होऊ शकत नाही!
622316	4561375	eng	mar	You should read Shakespeare's sonnets.	तू शेक्सपिअरचे सॉनेट वाचले पाहिजेस.	आपण शेक्सपियरचा मुलगा वाचला पाहिजे.
312983	2097752	eng	mar	She went out.	त्या बाहेर गेल्या.	ती बाहेर गेली.
5096626	6219787	eng	mar	There were plenty of choices.	पुष्कळ पर्याय होते.	तेथे भरपूर निवड होती.
6530089	7498509	eng	mar	I'll call you tomorrow afternoon.	मी तुम्हाला उद्या दुपारी फोन करेन.	मी उद्या दुपारी तुला कॉल करेन.
5828637	7241226	eng	mar	I prayed.	मी प्रार्थना केली.	मी प्रार्थना केली.
7389777	8168077	eng	mar	She left her umbrella on the train.	ती तिची छत्री ट्रेनमध्ये विसरली.	तिने तिची छत्री रेल्वेवर सोडली.
3444683	5071669	eng	mar	It's an old name.	जुनं नाव आहे.	हे एक जुने नाव आहे.
72701	2290637	eng	mar	I can come at three.	मी तीन वाजता येऊ शकतो.	मी तीन येऊ शकतो.
3819399	7866939	eng	mar	I'm staying with Tom.	मी टॉमबरोबर राहतोय.	मी टॉमबरोबर राहतो.
295147	2667518	eng	mar	He wants to be an engineer.	त्याला इंजिनीअर बनायचं आहे.	त्याला अभियंता व्हायचे आहे.
6657366	8677006	eng	mar	I didn't think Tom would be asleep.	टॉम झोपलेला असेल असं मला वाटलं नाही.	मला वाटत नाही की टॉम झोपला असेल.
241941	2675219	eng	mar	It is raining now.	आता पाऊस पडत आहे.	आता पाऊस पडत आहे.
8685391	8690455	eng	mar	How hard should I fuck you? "As hard as you can."	किती जोरात झवू तुला? "जमेल तितक्या जोरात."	मी तुम्हाला किती कष्ट करावे? "तुम्ही शक्य तितक्या कठोर आहे".
6786040	8236654	eng	mar	Did you get angry?	तू रागावलास का?	तू रागावलास का?
1334351	7634176	eng	mar	There are few painters like Picasso.	पिकासोसारखे खूप कमी चित्रकार होते.	पिकासोसारखे काही चित्रकार आहेत.
26386	6836161	eng	mar	Try to improve your English.	आपली इंग्रजी सुधारायचा प्रयत्न कर.	आपल्या इंग्रजी सुधारण्याचा प्रयत्न करा.
251060	4683150	eng	mar	Answer me.	मला उत्तर दे.	मला उत्तर द्या.
2544975	4826340	eng	mar	I used to be fat like you.	मी तुमच्यासारखा जाडा असायचो.	मी तुझ्यासारखा चरबी असायचो.
1544210	5105948	eng	mar	Tom is using an external hard drive.	टॉम एक एक्स्टर्नल हार्ड ड्राइव्ह वापरत आहे.	टॉम बाह्य कठोर ड्राइव्ह वापरत आहे.
246061	4822657	eng	mar	Children are curious about everything.	लहान मुले सर्व गोष्टींबाबत जिज्ञासू असतात.	मुले सर्व गोष्टींबद्दल उत्सुक आहेत.
491241	2527219	eng	mar	A laptop is better than a desktop.	डेस्कटॉपपेक्षा लॅपटॉप चांगला असतो.	डेस्कटॉपपेक्षा एक लॅपटॉप चांगला आहे.
2880605	4392240	eng	mar	Have you calibrated your monitor?	तुझा मॉनिटर कॅलिब्रेट केला आहेस का?	आपण आपल्या मॉनिटरची गणना केली आहे?
3735712	7889818	eng	mar	It took an hour.	एक तास लागला.	एक तास लागला.
2081414	8423289	eng	mar	Some of you are lesbians too.	तुमच्यात काही लेस्बियनही आहेत.	तुमच्यातील काही लेस्बियनही आहेत.
3826317	5054413	eng	mar	Do you consider yourself beautiful?	तू स्वतःला सुंदर मानतेस का?	आपण स्वत: ला सुंदर मानता?
248453	4512170	eng	mar	We must study English.	आम्ही इंग्रजीचा अभ्यास करायला हवा.	आपण इंग्रजीचा अभ्यास करणे आवश्यक आहे.
8612790	8684167	eng	mar	What's the capital of Iraq?	इराकची राजधानी काय आहे?	इराकची राजधानी काय आहे?
958753	3348139	eng	mar	I was born in Osaka in the year 1977.	माझा जन्म १९७७ साली ओसाका येथे झाला.	१९७७ मध्ये माझा जन्म ओसाका येथे झाला.
6092712	6728162	eng	mar	Breathe.	श्वास घ्या.	श्वास घ्या.
37744	2098822	eng	mar	Who do you want to speak to?	तुला कोणाबरोबर बोलायचं आहे?	आपण कोणाशी बोलू इच्छिता?
3120902	3871401	eng	mar	Do you read his blog?	तू त्याच्या ब्लॉग वाचतोस?	आपण त्याचे ब्लॉग वाचता?
1867706	6472193	eng	mar	Tom won't be at home tomorrow.	टॉम उद्या घरी नसेल.	टॉम उद्या घरी राहणार नाही.
70380	4853565	eng	mar	Your sister can not speak English.	तुमची बहीण इंग्रजी बोलू शकत नाही.	आपली बहीण इंग्रजी बोलू शकत नाही.
3912322	5076708	eng	mar	You'll meet her tomorrow night.	तुम्ही तिला उद्या रात्री भेटाल.	उद्या रात्री तू तिला भेटशील.
8322917	7084932	eng	mar	I'm more beautiful than you.	मी तुझ्यापेक्षा जास्त सुंदर आहे.	मी तुमच्यापेक्षा अधिक सुंदर आहे.
5103524	6148570	eng	mar	Come over any time.	कधीही ये.	कोणत्याही वेळेस या.
1886370	2094758	eng	mar	Am I going to die?	मी मरणार आहे का?	मी मरणार आहे?
3255558	5023505	eng	mar	We care.	आपल्याला काळजी आहे.	आम्हाला काळजी आहे.
3919238	7050604	eng	mar	We'll bring her.	आम्ही त्यांना आणू.	आम्ही तिला घेऊन येऊ.
2949727	5114331	eng	mar	Dr. Georges's secretary is Japanese.	डॉ. जॉर्जेस यांची सेक्रेटरी जपानी आहे.	डॉ. जॉर्जचे सेक्रेटरी जपानी आहेत.
2570790	2570788	eng	mar	We cannot see our own faces without a mirror.	आपले तोंड आपल्यास आरशावाचून दिसत नाही.	आम्ही आमच्या स्वत: च्या चेहर् यांना आरशाशिवाय पाहू शकत नाही.
276222	4462256	eng	mar	Who can afford to buy such an expensive house?	इतकं महागडं घर कोणाला विकत घ्यायला परवडणार आहे?	असे महाग घर कोण विकत घेऊ शकते?
23945	8672803	eng	mar	Fruits have seeds in them.	फळांमध्ये बिया असतात.	फळे त्यांच्यामध्ये बिया आहेत.
6355071	8090426	eng	mar	Tom let me stay with him.	टॉमने मला त्याच्याबरोबर राहायला दिलं.	टॉम मला त्याच्याबरोबर राहू दे.
2252740	2672779	eng	mar	They're coming now.	त्या आता येतायत.	ते आता येत आहेत.
4135205	4408639	eng	mar	What games do you have on your phone?	तुमच्या फोनवर किती गेम आहेत?	आपल्या फोनवर काय खेळ आहेत?
7150218	7923256	eng	mar	Will you go to Australia with Tom?	तुम्ही टॉमसोबत ऑस्ट्रेलियाला जाल का?	आपण टॉमसह ऑस्ट्रेलियाला जाणार आहात?
2600633	2602355	eng	mar	That's Rio de Janeiro!	तेच रिओ डी जनेरो!	ते रिओ डी जेनोरो आहे!
1898060	3323160	eng	mar	Those are mine.	ते माझे आहेत.	ते माझे आहेत.
3733352	8379229	eng	mar	We're all right here.	आम्ही सगळे इथेच आहोत.	आम्ही सर्व इथे आहोत.
3312162	4023485	eng	mar	We'll let you know.	आम्ही तुला कळवू.	आम्ही तुम्हाला कळवू.
6793151	6817294	eng	mar	Do you like listening to classical music?	तुम्हाला शास्त्रीय संगीत ऐकायला आवडतं का?	आपल्याला शास्त्रीय संगीत ऐकायला आवडते?
1764717	2555455	eng	mar	This dog is gay.	हा कुत्रा समलिंगी आहे.	हा कुत्रा समलिंगी आहे.
54967	2226499	eng	mar	At this, he got up and went out.	हे ऐकून तो उठला आणि निघुन गेला.	यामध्ये तो उठून बाहेर गेला.
2779802	5517625	eng	mar	Halloween's celebrated in October.	हॅलोवीन ऑक्टोबरमध्ये साजरा केला जातो.	ऑक्टोबरमध्ये हॅलोविन साजरा केला जातो.
7137505	8197177	eng	mar	Your name is Sami, right?	तुझं नाव सामी आहे, बरोबर?	तुझे नाव सामी आहे ना?
867128	2357651	eng	mar	I can read English.	मला इंग्रजी वाचता येते.	मी इंग्रजी वाचू शकतो.
34521	2303982	eng	mar	Bill lives near the sea.	बिल समुद्राजवळ राहतो.	बिल समुद्राजवळ राहते.
1965403	2673289	eng	mar	These students are Korean.	हे विद्यार्थी कोरियन आहेत.	हे विद्यार्थी कोरियन आहेत.
4548858	5636681	eng	mar	We will watch.	आपण बघू.	आम्ही पाहू.
7164009	7951362	eng	mar	Tom goes to Australia at least once a month.	टॉम महिन्यातून एकदा तरी ऑस्ट्रेलियाला जातोच.	टॉम किमान एकदा ऑस्ट्रेलियाला जातो.
3914304	5169302	eng	mar	Keep her out of here.	त्यांना इथून बाहेर ठेव.	तिला येथून बाहेर ठेवा.
1647941	8678370	eng	mar	He can't stop her.	आम्ही तिला थांबवू शकत नाही.	तो तिला थांबवू शकत नाही.
68630	5046884	eng	mar	How high is that building?	ती बिल्डिंग किती उंच आहे?	ती इमारत किती उच्च आहे?
8040695	8155141	eng	mar	I want more coffee.	मला अजून कॉफी हवी आहे.	मला अधिक कॉफी हवी आहे.
469175	3141256	eng	mar	Which do you like better, apples or bananas?	तुला जास्त काय आवडतात, सफरचंदं की केळी?	आपल्याला चांगले, सफरचंद किंवा केळी कोणते आवडतात?
1844177	6143982	eng	mar	Let them do their jobs.	त्यांना त्यांची कामं करू द्या.	त्यांना त्यांची नोकरी करू द्या.
3130857	4577064	eng	mar	If anything happens, let me know.	काही झालं तर मला कळवा.	काही झाले तर मला कळवा.
8017833	8472937	eng	mar	Mennad isn't going to cry.	मेन्नाद रडणार नाहीये.	पुरुषा रडणार नाही.
2546075	7802668	eng	mar	I'll go and talk to Tom.	मी जातो आणि टॉमशी बोलून घेतो.	मी जाऊन टॉमशी बोलू.
462410	4483152	eng	mar	She watches television at night.	ती रात्री टीव्ही बघते.	ती रात्री टेलिव्हिजन पाहते.
1952025	2085230	eng	mar	I can't keep living the way I've been living.	मी जशी जगत आली आहे तशीच जगत राहू शकत नाही.	मी जगण्याचा मार्ग जगू शकत नाही.
540172	4903109	eng	mar	What's the fax number for this hotel?	या हॉटेलचा फॅक्स नंबर काय आहे?	या हॉटेलसाठी फॅक्स नंबर काय आहे?
1723983	3565651	eng	mar	Today we celebrate Africa Day.	आज आम्ही आफ्रिका दिवस साजरा करतो.	आज आम्ही आफ्रिकेचा दिवस साजरा करतो.
479978	2348779	eng	mar	I got on the wrong train.	मी चुकीच्या ट्रेनवर चढलो.	मला चुकीच्या ट्रेनमध्ये आले.
7978341	8683660	eng	mar	Sami started having sex with Layla.	सामी लैलाबरोबर सेक्स करू लागला.	सामीला लैलाबरोबर लैंगिक संबंध ठेवण्यास सुरुवात झाली.
7954904	7957194	eng	mar	He's at school.	तो शाळेत आहे.	तो शाळेत आहे.
2575721	2575719	eng	mar	The handle of an axe is Death to its own tribe.	कुर्‍हाडीचा डांडा गोताला काळ.	कु ax्हाडीचे हात स्वत: च्या टोळीला मृत्यू आहे.
246714	8656743	eng	mar	I'll never forget what you told me.	तुम्ही मला जे सांगितलंत ते मी कधीच विसरणार नाही.	तू मला काय सांगितलेस ते मी कधीही विसरणार नाही.
5670480	5671756	eng	mar	Tom has been crying almost every day.	टॉम जवळजवळ दररोज रडत राहिला आहे.	टॉम जवळजवळ प्रत्येक दिवशी रडत आहे.
6797715	8108641	eng	mar	I had no idea Tom was gay.	टॉम गे होता याची मला अजिबात कल्पना नव्हती.	टॉम समलिंगी आहे याची मला कल्पना नव्हती.
26648	2357735	eng	mar	It is wrong to tell a lie.	खोटं सांगणं चुकीचं आहे.	खोटे बोलणे चुकीचे आहे.
452274	8182391	eng	mar	Don't put the wet towel in the bag.	ओला टॉवेल बॅगेत घालू नका.	पिशवीत ओला टॉवेल ठेवू नका.
304024	5752733	eng	mar	He bought his daughter a new dress.	त्याने त्याच्या मुलीसाठी एक नवीन ड्रेस विकत घेतला.	त्याने आपल्या मुलीला एक नवीन ड्रेस विकत घेतला.
7071738	7255386	eng	mar	Tom likes fusilli.	टॉमला फुसिल्ली आवडतो.	टॉमला फसली आवडते.
6931102	8379261	eng	mar	Why do they call you that?	तुम्हाला ते तसं का म्हणतात?	ते तुम्हाला असे का म्हणतात?
53070	3357850	eng	mar	Janet always lets me use her typewriter.	जॅनेट नेहमीच मला तिचा टाईपरायटर वापरू देते.	जेनेट मला नेहमी तिचा टाइपराइटर वापरु देतो.
1936968	5224561	eng	mar	Who says that?	तसं कोण म्हणतं?	ते कोण म्हणतो?
4497310	6104887	eng	mar	All of them died.	त्यातले सर्व मेले.	त्या सर्वांचा मृत्यू झाला.
1372258	5051700	eng	mar	Do you ever have a fever?	तुला कधी ताप येतो का?	आपल्याकडे कधी ताप आहे?
2235718	8394618	eng	mar	I followed Tom.	मी टॉमच्या मागेमागे गेले.	मी टॉमचे अनुसरण केले.
511883	2573026	eng	mar	What will you make?	तुम्ही काय बनवाल?	आपण काय बनवाल?
8660389	8668837	eng	mar	He is small.	ते छोटे आहेत.	तो लहान आहे.
7356954	7193941	eng	mar	I ate the prasadam.	मी प्रसाद खाल्ला.	मी प्रसादा खाल्ले.
1370152	3544639	eng	mar	It seems that many people don't know the difference between "their" and "they're".	their आणि "they're" यांमधला फरक भरपूर लोकांना कळत नाही असं वाटतंय.	असे दिसते आहे की बर् याच लोकांना "ते" मध्ये फरक माहित नाही आणि ते "ते आहेत".
1023662	2165693	eng	mar	I'm extremely fat.	मी अतिशय जाडी आहे.	मी अत्यंत चरबी आहे.
568598	2657266	eng	mar	Give me a cigarette.	मला सिग्रेट द्या.	मला सिगारेट द्या.
6267646	8371548	eng	mar	Tom said he did that in 2013.	टॉम म्हणतो की त्याने तसं २०१३ मध्ये केलं.	टॉम म्हणाला की त्याने 2013 मध्ये ते केले.
7563397	7938455	eng	mar	I drink coffee when I get up.	मी उठल्यावर कॉफी पितो.	मी उठलो तेव्हा मी कॉफी पितो.
6433969	7009497	eng	mar	Tom is going to be with Mary all afternoon.	टॉम दुपारभर मेरीबरोबर असणार आहे.	टॉम आज दुपारी मेरीबरोबर असणार आहे.
35310	4729195	eng	mar	The bus hasn't come yet.	बस अजूनपर्यंत आली नाहीये.	बस अद्याप आली नाही.
2642926	5063261	eng	mar	Tom has never seen Mary naked.	टॉमने मेरीला कधीही नग्न पाहिलं नाहीये.	टॉमने कधीही मेरी नग्न पाहिले नाही.
1868373	2094895	eng	mar	Tom died alone.	टॉम एकटा मेला.	टॉम एकटाच मरण पावला.
6426062	6851067	eng	mar	Mary said she grew up in Boston.	मेरी म्हणाली की ती बॉस्टनमध्ये वाढली.	मेरी म्हणाली की ती बोस्टनमध्ये मोठी झाली.
2645260	8051913	eng	mar	Tom was in the hospital.	टॉम हॉस्पिटलमध्ये होता.	टॉम हॉस्पिटलमध्ये होता.
1860484	5497722	eng	mar	Don't ever lie to me again.	माझ्याशी पुन्हा कधीही खोटं बोलू नका.	मला पुन्हा कधीच खोटे बोलू नकोस.
5964311	6953748	eng	mar	Oh, it's raining.	अरे, पाऊस पडतोय.	अरे, पाऊस पडत आहे.
2643002	4977318	eng	mar	They have one thing in common.	त्यांच्यात एक गोष्ट समान आहे.	त्यांच्याकडे एक गोष्ट सामान्य आहे.
1102681	3739798	eng	mar	My father is a teacher of the English language.	माझे वडील इंग्रजी भाषेचे शिक्षक आहेत.	माझे वडील इंग्रजी भाषेचे शिक्षक आहेत.
6710487	7647199	eng	mar	He's a playwright.	तो नाटककार आहे.	तो एक नाटककार आहे.
1883059	2313074	eng	mar	I want to see him.	मला त्याला बघायचं आहे.	मला त्याला भेटायचे आहे.
29903	8087180	eng	mar	All right, I will do it again.	बरं, मी पुन्हा करेन.	ठीक आहे, मी पुन्हा करेन.
8387728	8957837	eng	mar	I'm learning Polish.	मी पोलिश शिकतोय.	मी पोलिश शिकत आहे.
8473006	8475204	eng	mar	Nobody cried.	कोणीही रडलं नाही.	कोणीही रडले नाही.
1797758	3572080	eng	mar	Love is a comedy in France, a tragedy in England, an opera in Italy, and a melodrama in Germany.	प्रेम हे म्हणजे फ्रान्समध्ये सुखांतिका, इंग्लंडमध्ये दुःखांतिका, इटलीमध्ये संगीतिका आणि जर्मनीत अतिनाट्य.	इटलीतील ऑपेरा, आणि जर्मनीमधील मेलोड्रामा मध्ये एक शोकांतिका, फ्रान्समध्ये एक विनोदी आहे.
3133953	4768042	eng	mar	Where's Takayama?	ताकायामा कुठेय?	त्कायमा कुठे आहे?
2648868	3220783	eng	mar	Are you a parent?	आपण पालक आहात का?	आपण पालक आहात का?
2092544	7903294	eng	mar	Anybody hurt?	कोणाला लागलं का?	कोणालाही दुखापत झाली?
3305997	6217788	eng	mar	She does not speak our language.	त्या आपली भाषा बोलत नाहीत.	ती आमची भाषा बोलत नाही.
8018307	8444450	eng	mar	Do you know Cairo?	तुम्हाला काइरो माहीत आहे का?	तुला कैरो माहित आहे का?
2644000	3201385	eng	mar	Tom disappeared last month.	टॉम गेल्या महिन्यात गायब झाला.	टॉम गेल्या महिन्यात गायब झाला.
256624	2653362	eng	mar	I am learning two foreign languages.	मी दोन विदेशी भाषा शिकतेय.	मी दोन परदेशी भाषा शिकत आहे.
2241044	4613663	eng	mar	We can talk.	आपण बोलू शकतो.	आम्ही बोलू शकतो.
269014	3221866	eng	mar	What is the use of worrying?	चिंता करण्यात काय फायदा आहे?	काळजी करण्याचा वापर काय आहे?
2940614	6994128	eng	mar	I think you like your job.	मला वाटतं तुला तुझी नोकरी आवडते.	मला वाटते की तुला तुझे काम आवडते.
3641428	3643412	eng	mar	Don't get so angry.	इतके रागवू नका.	इतका रागावू नका.
3912950	7128773	eng	mar	You're like her.	तू तिच्यासारखा आहेस.	तू तिच्यासारखा आहेस.
2020348	5667319	eng	mar	His health is improving.	त्याची तब्येत सुधारते आहे.	त्याचे आरोग्य सुधारत आहे.
285278	7766295	eng	mar	His uncle died five years ago.	त्याचा मामा पाच वर्षांपूर्वी वारला.	त्याचे काका पाच वर्षांपूर्वी मरण पावले.
1755604	7259694	eng	mar	Alexander wrote some sentences in Berber.	सिकंदरने बर्बरमध्ये काही वाक्ये लिहिले.	अलेक्झांडरने बर्बरमध्ये काही वाक्ये लिहिली.
5856393	7208088	eng	mar	I have a mustache.	मला मिशी आहे.	माझ्याकडे मिशा आहे.
2268642	8540020	eng	mar	The water began to boil.	पाणी उकळायला लागलं.	पाणी उकळण्यास सुरुवात झाली.
3408999	5280426	eng	mar	Tom got in the taxi.	टॉम टॅक्सीत बसला.	टॅक्सीमध्ये टॉम आला.
1796737	2965565	eng	mar	Nobody studied my country.	माझ्या देशाचा कोणीही अभ्यास केला नाही.	कोणीही माझ्या देशाचा अभ्यास केला नाही.
1423472	2841067	eng	mar	Wang Xiaoming speaks English, but doesn't have a lot of English books.	वांग षिआउमिंग इंग्रजी बोलतात, पण त्यांच्याकडे भरपूर इंग्रजी पुस्तकं नाहीयेत.	वांग शाओमींग इंग्रजी बोलतो, पण इंग्रजी पुस्तके नाहीत.
2890930	3288443	eng	mar	Are you all mad?	तुम्ही सगळे वेडे आहात का?	आपण सर्व वेडे आहात?
8172868	8325461	eng	mar	Which season do you like best?	तुम्हाला कोणता ऋतू सर्वात जास्त आवडतो?	आपल्याला कोणत्या हंगामात सर्वोत्तम आवडते?
2240704	2507481	eng	mar	We're under attack.	आमच्यावर हल्ला होत आहे.	आमच्यावर हल्ला झाला आहे.
2811490	3118613	eng	mar	You need a Nintendo DS to play the latest Pokemon game.	सर्वात नवीन पोकेमोन गेम खेळण्यासाठी तुला एक निन्टेन्डो डीएस लागेल.	आपल्याला नवीन पोकॅनिक खेळ खेळण्यासाठी नॉन्स्टर डीएसची आवश्यकता आहे.
2315157	6770331	eng	mar	French isn't an easy language.	फ्रेंच ही सोपी भाषा नाही.	फ्रेंच ही सोपी भाषा नाही.
3906135	8408060	eng	mar	Did you talk to her on Monday?	तुझं तिच्याशी सोमवारी बोलणं झालं होतं का?	आपण सोमवारी तिच्याशी बोललो का?
2012177	4892812	eng	mar	Tom didn't want anything.	टॉमला काहीही नको होतं.	टॉमला काहीही नको होते.
8783960	9125087	eng	mar	He goes fishing.	ते मासेमारी करायला जातात.	तो मासेमारी करतो.
302406	5071832	eng	mar	Is he tall?	तो उंच आहे का?	तो उंच आहे का?
2890524	5668110	eng	mar	Every year, millions of people die of hunger in Africa.	दर वर्षी आफ्रिकेत अनेक दशलक्ष लोकं भुकेमुळे मरतात.	दरवर्षी लाखो लोक आफ्रिकेत भूकंपाचा मृत्यू होतात.
2994202	7729393	eng	mar	Tom is not jealous.	टॉमला मत्सर वाटत नाहीये.	टॉम हेवा वाटत नाही.
1453233	2500354	eng	mar	You ruined everything.	तू सगळं बिघडवून टाकलंस.	आपण सर्व काही उध्वस्त केले.
4015593	5117709	eng	mar	What other reason could I have?	अजून कोणतं कारण असू शकतं माझ्याकडे?	माझ्याकडे आणखी काय कारण असू शकते?
1370526	8394580	eng	mar	They say that he's still alive.	ते म्हणतात की तो अजूनही जिवंत आहे.	ते म्हणतात की तो अजूनही जिवंत आहे.
46531	2788292	eng	mar	Who is the author of the novel?	त्या कादंबरीचा लेखक कोण आहे?	कादंबरीचे लेखक कोण आहेत?
18195	2461089	eng	mar	I went to the airport by taxi.	मी विमानतळाला टॅक्सी केली.	मी टॅक्सीद्वारे विमानतळावर गेलो.
281584	2567637	eng	mar	Japan is to the east of China.	जपान चीनच्या पूर्वेला आहे.	जपान चीनच्या पूर्वेला आहे.
8402200	8424975	eng	mar	The girls I met today were students.	आज मी ज्या मुलींना भेटले त्या विद्यार्थिनी होत्या.	मी आज भेटलेल्या मुली विद्यार्थी होत्या.
680537	5825059	eng	mar	Tom collected coffee cups.	टॉमने कॉफी कप गोळा केले.	टॉमने कॉफी कप गोळा केले.
6276639	6951477	eng	mar	China has 80 or 90 languages.	चीनमध्ये ८० का ९० भाषा आहेत.	चीनमध्ये ८० किंवा ९० भाषा आहेत.
2570569	2570567	eng	mar	The body is weakened by laziness just as iron is weakened by rust.	आळसाने शरीर क्षीण गंजाने लोखंड क्षीण.	गंज करून लोखंडी कमकुवत असल्याने शरीर कमकुवत आहे.
7398397	8407897	eng	mar	She shouted as loud as she could.	त्या जमेल तितक्या जोरात ओरडल्या.	ती शक्य तितक्या जोरात ओरडली.
807564	2527832	eng	mar	The agreement gave Britain control over Egypt.	त्या कराराने ब्रिटनला इजिप्तवर नियंत्रण जमवू दिलं.	कराराने इजिप्तवर ब्रिटनवर नियंत्रण दिले.
3888159	3888157	eng	mar	The doctors examined the baby.	डॉक्टरांनी बाळाला तपासलं.	डॉक्टरांनी बाळाची तपासणी केली.
5964402	8683712	eng	mar	I have never had sex.	मी कधीच सेक्स केलं नाहीये.	माझ्याकडे कधीच सेक्स झाला नाही.
7067947	7073255	eng	mar	I drink tea.	मी चहा पितो.	मी चहा प्या.
58006	5232193	eng	mar	There are fifty families in this village.	या गावात तीस कुटुंब आहेत.	या गावात पन्नास कुटुंबे आहेत.
3200463	3301379	eng	mar	Now tell me about yourself.	आता मला आपल्याबद्दल सांगा.	आता मला स्वतःबद्दल सांगा.
2547932	2651618	eng	mar	I used to live there.	मी तिथे रहायचे.	मी तिथे राहत असे.
1872467	5037726	eng	mar	Tom opened his eyes and looked around.	टॉमने त्याचे डोळे उघडले व आजूबाजूला पाहिलं.	टॉमने त्याचे डोळे उघडले आणि आजूबाजूला पाहिले.
2125145	2276726	eng	mar	Let's forget the whole thing, OK?	जे काही घडलं ते सर्व विसरून जाऊया, बरं का?	चला संपूर्ण गोष्ट विसरून जाऊया, ठीक आहे?
3910016	6953842	eng	mar	I didn't want to see her.	मला तिला बघायचं नव्हतं.	मला तिला भेटायचे नव्हते.
34024	2393358	eng	mar	Beethoven goes to the piano, sits down at it, and begins to play.	बेट्होव्हेन पियानोकडे जातो, त्यासमोर बसतो, व वाजवायला सुरुवात करतो.	बीथोव्हेन पियानोकडे जातो, त्यात बसून खेळायला सुरुवात होते.
281606	3239938	eng	mar	Japan is a rich country.	जपान श्रीमंत देश आहे.	जपान एक श्रीमंत देश आहे.
3856867	6145140	eng	mar	Hong Kong is one of the wealthiest cities in the world.	हाँग काँग जगातल्या सर्वात धनवान शहरांमधील एक आहे.	हाँगकाँग जगातील सर्वात श्रीमंत शहरांपैकी एक आहे.
