SRC_ID	TGT_ID	SRC_LANG	TGT_LANG	SRC_SENT	TGT_SENT	PRED
138919	7896035	eng	mal	Welcome.	സ്വാഗതം.	സ്വാഗതം.
238831	780471	eng	mal	The moon is the earth's only satellite.	ചന്ദ്രൻ ഭൂമിയുടെ ഏക ഉപഗ്രഹമാണ്.	ഭൂമിയുടെ ഏക ഉപഗ്രഹമാണ് ചന്ദ്രൻ.
240378	651928	eng	mal	How do you know that light travels faster than sound?	വെളിച്ചം ശബ്ദത്തേക്കാള്‍ വേഗത്തില്‍ യാത്ര ചെയ്യുമെന്ന് നിങ്ങള്‍ക്കെങ്ങനെ അറിയാം?	വെളിച്ചം ശബ്ദത്തേക്കാൾ വേഗത്തിൽ സഞ്ചരിക്കുന്നുവെന്ന് നിങ്ങൾക്ക് എങ്ങനെ അറിയാം?
240692	653459	eng	mal	Who is your favorite player?	നിന്റെ പ്രിയപ്പെട്ട കളിക്കാരനാരാണ്?	നിങ്ങളുടെ പ്രിയപ്പെട്ട കളിക്കാരൻ ആരാണ്?
242334	1778135	eng	mal	Won't you come to my house next Sunday?	അടുത്ത ഞായറാഴ്ച നീ എന്റെ വീട്ടിലേക്ക് വരില്ലേ?	അടുത്ത ഞായറാഴ്ച നിങ്ങൾ എന്റെ വീട്ടിൽ വരില്ലേ?
242778	820033	eng	mal	I don't feel like studying English today.	എനിക്ക് ഇന്ന് ഇംഗ്ലീഷ് പഠിക്കാൻ തോന്നുന്നില്ല.	ഇന്ന് ഇംഗ്ലീഷ് പഠിക്കാൻ എനിക്ക് തോന്നുന്നില്ല.
243400	651942	eng	mal	It may rain tonight.	ഇന്ന് രാത്രി മഴ പെയ്തേക്കും.	ഇന്ന് രാത്രി മഴ പെയ്യാം.
243578	759814	eng	mal	That will be enough for now.	ഇപ്പോഴത്തേക്ക് അതു മതിയാകും.	അത് ഇപ്പോൾ മതിയാകും.
243599	1776852	eng	mal	Sugar dissolves in water.	പഞ്ചസാര വെള്ളത്തിൽ അലിയുന്നു.	പഞ്ചസാര വെള്ളത്തിൽ അലിഞ്ഞു.
244079	2187179	eng	mal	I will do my best.	എന്നാല്‍ ചെയ്യാന്‍ കഴിയുന്നതൊക്കെ ഞാന്‍ ചെയ്യും.	ഞാൻ പരമാവധി ചെയ്യും.
245206	759847	eng	mal	We will pay this amount by June 30.	ഞങ്ങൾ ഈ തുക ജൂൺ മുപ്പതിന് മുമ്പായി അടയ്ക്കാം.	ജൂൺ 30 ന് ഞങ്ങൾ ഈ തുക നൽകും.
245601	652318	eng	mal	My sister washes her shoes every Sunday.	എന്റെ സഹോദരി എല്ലാ ഞായറാഴ്ചയും അവളുടെ ചെരിപ്പുകള്‍ കഴുകും.	എന്റെ സഹോദരി എല്ലാ ഞായറാഴ്ചയും ചെരുപ്പ് കഴുകുന്നു.
245808	732402	eng	mal	Even a child can understand it.	ഒരു കുട്ടിക്ക് പോലും അതു മനസ്സിലാക്കാൻ കഴിയും.	ഒരു കുട്ടിക്ക് പോലും അത് മനസ്സിലാക്കാൻ കഴിയും.
246614	772223	eng	mal	When I arrived at the station, the train had already left.	ഞാൻ സ്റ്റേഷനിലെത്തിയപ്പോഴേക്കും തീവണ്ടി പുറപ്പെട്ടു കഴിഞ്ഞിരുന്നു.	ഞാൻ സ്റ്റേഷനിൽ എത്തിയപ്പോൾ ട്രെയിൻ ഇതിനകം പോയി.
246643	759852	eng	mal	It began to rain five minutes after I left home.	ഞാൻ വീട്ടിൽ നിന്നിറങ്ങിയ ശേഷം, അഞ്ച് മിനിട്ടിനുള്ളിൽ മഴ പെയ്യാൻ തുടങ്ങി.	ഞാൻ വീട്ടിൽ നിന്ന് പോയതിനു ശേഷം അഞ്ച് മിനിറ്റ് മഴ പെയ്യാൻ തുടങ്ങി.
247029	651384	eng	mal	He was absorbed in reading when I visited him.	ഞാന്‍ അവനെ സന്ദര്‍ശിച്ചപ്പോള്‍ അവന്‍ വായനയില്‍ മുഴുകിയിരിക്കുകയായിരുന്നു.	ഞാൻ അദ്ദേഹത്തെ സന്ദർശിച്ചപ്പോൾ അദ്ദേഹത്തെ വായനയിൽ ആഗിരണം ചെയ്തു.
247118	759861	eng	mal	All I want is money.	എനിക്കാവശ്യം പണം മാത്രമാണ്.	എനിക്ക് വേണ്ടത് പണമാണ്.
248048	656092	eng	mal	We stayed there for three months.	ഞങ്ങള്‍ അവിടെ മൂന്ന് മാസം താമസിച്ചു.	ഞങ്ങൾ മൂന്ന് മാസമായി അവിടെ താമസിച്ചു.
248204	716633	eng	mal	We will take part in a tennis match.	ഞങ്ങൾ ഒരു ടെന്നിസ് മത്സരത്തിൽ പങ്കെടുക്കും.	ഒരു ടെന്നീസ് മത്സരത്തിൽ ഞങ്ങൾ പങ്കെടുക്കും.
248234	779137	eng	mal	We were very tired.	ഞങ്ങൾ വളരെയധികം ക്ഷീണിച്ചിരുന്നു.	ഞങ്ങൾ വളരെ ക്ഷീണിതരായിരുന്നു.
248412	781648	eng	mal	We lived in Paris before.	ഞങ്ങൾ മുമ്പ് പാരീസിലാണ് ജീവിച്ചിരുന്നത്.	ഞങ്ങൾ മുമ്പ് പാരീസിൽ താമസിച്ചു.
248452	777649	eng	mal	We learned how to read English.	ഞങ്ങൾ ഇംഗ്ലീഷ് വായിക്കാൻ പഠിച്ചു.	ഇംഗ്ലീഷ് എങ്ങനെ വായിക്കണമെന്ന് ഞങ്ങൾ പഠിച്ചു.
249064	2792818	eng	mal	We live on the earth.	നമ്മൾ ഭൂമിയിൽ ജീവിക്കുന്നു.	ഞങ്ങൾ ഭൂമിയിലാണ് താമസിക്കുന്നത്.
249354	780468	eng	mal	We go to school to study.	ഞങ്ങൾ സ്കൂളിലേക്ക് പഠിക്കാനാണ് പോകുന്നത്.	ഞങ്ങൾ പഠിക്കാൻ സ്കൂളിൽ പോകുന്നു.
250300	759835	eng	mal	Half of my class like dogs.	എന്റെ ക്ലാസിലെ പകുതി പേർക്ക് നായകളെ ഇഷ്ടമാണ്.	നായ്ക്കളെപ്പോലെ എന്റെ ക്ലാസിന്റെ പകുതിയും.
251080	655868	eng	mal	Where is my car?	എന്റെ കാര്‍ എവിടെയാണ്?	എന്റെ കാർ എവിടെയാണ്?
251418	766137	eng	mal	My birthday is on March 22.	എന്റെ ജന്മദിനം മാർച്ച് 22-നാണ്.	എന്റെ ജന്മദിനം മാർച്ച് 22 നാണ്.
251523	1778132	eng	mal	My brother has never climbed Mt Fuji.	എന്റെ സഹോദരൻ ഒരിക്കലും ഫുജി കൊടുമുടി കീഴടക്കിയിട്ടില്ല.	എന്റെ സഹോദരൻ ഒരിക്കലും മിറ്റ് ഫുജി കയറില്ല.
251673	772218	eng	mal	My father is a bank clerk.	എന്റെ അച്ഛൻ ഒരു ബാങ്ക് ക്ലാർക്കാണ്.	എന്റെ അച്ഛൻ ഒരു ബാങ്ക് ഗുമസ്തനാണ്.
252088	1776840	eng	mal	Both my parents are at home now.	എന്റെ മാതാപിതാക്കൾ രണ്ടുപേരും ഇപ്പോൾ വീട്ടിലുണ്ട്.	എന്റെ രണ്ടു മാതാപിതാക്കളും ഇപ്പോൾ വീട്ടിലുണ്ട്.
252165	654472	eng	mal	I studied English when I was there.	ഞാന്‍ അവിടെയായിരുന്നപ്പോള്‍ ഇംഗ്ലീഷ് പഠിച്ചു.	ഞാൻ അവിടെ ഉണ്ടായിരുന്നപ്പോൾ ഇംഗ്ലീഷ് പഠിച്ചു.
252542	781056	eng	mal	I came to Japan two years ago.	ഞാൻ ജപ്പാനിൽ രണ്ട് വർഷം മുമ്പാണ് വന്നത്.	രണ്ട് വർഷം മുമ്പ് ഞാൻ ജപ്പാനിൽ എത്തി.
252662	817306	eng	mal	I leave for Paris tomorrow.	ഞാൻ നാളെ പാരീസിലേക്ക് പുറപ്പെടും.	ഞാൻ നാളെ പാരീസിലേക്ക് പോകുന്നു.
252995	653466	eng	mal	He wants to go to America.	അവന് അമേരിക്കയില്‍ പോകാന്‍ ആഗ്രഹമുണ്ട്.	അയാൾക്ക് അമേരിക്കയിലേക്ക് പോകണം.
253226	672307	eng	mal	I've never been to my uncle's house.	ഞാൻ ഇതുവരെ എന്റെ അമ്മാവന്റെ വീട്ടിൽ പോയിട്ടില്ല.	ഞാൻ ഒരിക്കലും അമ്മാവന്റെ വീട്ടിൽ പോയിട്ടില്ല.
253340	781629	eng	mal	I have two cameras.	എനിക്ക് രണ്ട് ക്യാമറകളുണ്ട്.	എനിക്ക് രണ്ട് ക്യാമറകളുണ്ട്.
253693	780420	eng	mal	I can't understand the meaning of this word.	എനിക്ക് ഈ വാക്കിന്റെ അർത്ഥം മനസ്സിലാകുന്നില്ല.	ഈ വാക്കിന്റെ അർത്ഥം എനിക്ക് മനസ്സിലാക്കാൻ കഴിയില്ല.
253749	770949	eng	mal	I bought this book yesterday.	ഞാൻ ഈ പുസ്തകം ഇന്നലെയാണ് വാങ്ങിച്ചത്.	ഞാൻ ഇന്നലെ ഈ പുസ്തകം വാങ്ങി.
253771	762073	eng	mal	I'm a big fan of golf.	ഞാൻ ഗോൾഫിന്റെ വലിയ ആരാധകനാണ്.	ഞാൻ ഗോൾഫിന്റെ ഒരു വലിയ ആരാധകനാണ്.
254095	772210	eng	mal	The shop was closed when I went there.	ഞാൻ അവിടെ ചെന്നപ്പോൾ കട അടച്ചിരുന്നു.	ഞാൻ അവിടെ പോയപ്പോൾ കട അടച്ചു.
254335	2188444	eng	mal	I don't know how to spell the word.	എനിക്ക് വാക്ക് എങ്ങനെ സ്പെല്ല് ചെയ്യണം എന്ന് അറിയില്ല.	വാക്ക് എങ്ങനെ ഉച്ചരിക്കണമെന്ന് എനിക്കറിയില്ല.
254463	653464	eng	mal	I spent three hours repairing the car.	ഞാന്‍ കാര്‍ നന്നാക്കുന്നതിന് വേണ്ടി മൂന്ന് മണിക്കൂര്‍ ചെലവഴിച്ചു.	ഞാൻ കാർ അറ്റകുറ്റപ്പണി മൂന്നു മണിക്കൂർ ചെലവഴിച്ചു.
254705	656091	eng	mal	I was able to solve the problem.	എനിക്ക് ആ പ്രശ്നം പരിഹരിക്കാന്‍ സാധിച്ചു.	എനിക്ക് പ്രശ് നം പരിഹരിക്കാൻ കഴിഞ്ഞു.
255099	670456	eng	mal	I am going to play tennis.	ഞാൻ ടെന്നിസ് കളിക്കാൻ പോവുകയാണ്.	ഞാൻ ടെന്നീസ് കളിക്കാൻ പോകുന്നു.
255108	662295	eng	mal	I like to watch TV.	എനിക്ക് ടിവി കാണാൻ ഇഷ്ടമാണ്.	എനിക്ക് ടിവി കാണാൻ ഇഷ്ടമാണ്.
255269	652282	eng	mal	I helped Tony.	ഞാന്‍ ടോണിയെ സഹായിച്ചു.	ഞാൻ ടോണിയെ സഹായിച്ചു.
255512	655791	eng	mal	I played football.	ഞാന്‍ കാല്‍പ്പന്ത് കളിച്ചു.	ഞാൻ ഫുട്ബോൾ കളിച്ചു.
255581	665308	eng	mal	I caught the ball with one hand.	ഞാൻ ഒരു കൈ കൊണ്ട് പന്ത് പിടിച്ചു.	ഞാൻ ഒരു കൈകൊണ്ട് പന്ത് പിടിച്ചു.
256106	763861	eng	mal	I was wearing my best clothes.	ഞാൻ എന്റെ ഏറ്റവും മികച്ച വസ്ത്രങ്ങളാണ് ധരിച്ചിരുന്നത്.	ഞാൻ എന്റെ ഏറ്റവും മികച്ച വസ്ത്രങ്ങൾ ധരിച്ചു.
256116	670457	eng	mal	I recognized him at first glance.	ആദ്യനോട്ടത്തിൽ തന്നെ ഞാൻ അവനെ തിരിച്ചറിഞ്ഞു.	ഞാൻ അവനെ ഒറ്റനോട്ടത്തിൽ തിരിച്ചറിഞ്ഞു.
256174	781650	eng	mal	I like swimming very much.	എനിക്ക് നീന്തൽ വളരെ ഇഷ്ടമാണ്.	എനിക്ക് നീന്തൽ വളരെയധികം ഇഷ്ടമാണ്.
256321	770876	eng	mal	I like music very much.	എനിക്ക് സംഗീതം വളരെ ഇഷ്ടമാണ്.	എനിക്ക് സംഗീതം വളരെയധികം ഇഷ്ടമാണ്.
256392	762045	eng	mal	I am not frightened of anything.	എനിക്ക് ഒന്നിനെപ്പറ്റിയും ഭയമില്ല.	ഞാൻ ഒന്നും ഭയപ്പെടുന്നില്ല.
257828	663070	eng	mal	I had a bad dream last night.	ഞാൻ ഇന്നലെ രാത്രി ഒരു ദുസ്വപ്നം കണ്ടു.	ഇന്നലെ രാത്രി എനിക്ക് ഒരു മോശം സ്വപ്നം ഉണ്ടായിരുന്നു.
257961	772212	eng	mal	I don't have any children.	എനിക്ക് കുട്ടികളില്ല.	എനിക്ക് കുട്ടികളില്ല.
258163	1776851	eng	mal	I sometimes cook dinner.	ഞാൻ ചിലപ്പോൾ അത്താഴം പാകം ചെയ്യും.	ഞാൻ ചിലപ്പോൾ അത്താഴം പാചകം ചെയ്യുന്നു.
258384	2730729	eng	mal	I asked my boss for a pay increase.	ഞാൻ എന്റെ മേലധികാരിയോട് ശമ്പളം കൂട്ടി ചോദിച്ചു.	ഒരു ശമ്പള വർധന ഞാൻ എന്റെ ബോസിനോട് ആവശ്യപ്പെട്ടു.
258939	770374	eng	mal	I need to study math.	എനിക്ക് കണക്ക് പഠിക്കേണ്ടതായിയുണ്ട്.	എനിക്ക് കണക്ക് പഠിക്കണം.
258994	653483	eng	mal	I'm not a student.	ഞാനൊരു വിദ്യാര്‍ത്ഥിയല്ല.	ഞാൻ ഒരു വിദ്യാർത്ഥിയല്ല.
259380	770372	eng	mal	I don't know who to ask for advice.	ആരോട് ഉപദേശം ചോദിക്കണമെന്ന് എനിക്കറിയില്ല.	ആരാണ് ഉപദേശം ചോദിക്കേണ്ടതെന്ന് എനിക്കറിയില്ല.
259390	711699	eng	mal	I like short poems.	എനിക്ക് ചെറിയ കവിതകൾ ഇഷ്ടമാണ്.	എനിക്ക് ചെറിയ കവിതകൾ ഇഷ്ടമാണ്.
259482	716624	eng	mal	I am in the habit of taking some exercise before breakfast.	പ്രാതലിനു മുമ്പ് കുറച്ച് വ്യായാമം ചെയ്യുന്നത് എന്റെ ശീലമാണ്.	പ്രഭാതഭക്ഷണത്തിന് മുമ്പ് കുറച്ച് വ്യായാമം കഴിക്കുന്ന ശീലത്തിലാണ് ഞാൻ.
259533	765260	eng	mal	I listened to the music of birds.	ഞാൻ പക്ഷികളുടെ സംഗീതം കേട്ടുകൊണ്ടിരുന്നു.	പക്ഷികളുടെ സംഗീതം ഞാൻ ശ്രദ്ധിച്ചു.
259709	780414	eng	mal	I bought a book about animals.	ഞാൻ മൃഗങ്ങളെ പറ്റിയുള്ള ഒരു പുസ്തകം വാങ്ങിച്ചു.	മൃഗങ്ങളെക്കുറിച്ച് ഞാൻ ഒരു പുസ്തകം വാങ്ങി.
259994	766453	eng	mal	I am not angry with him because he made a mistake.	അവൻ ഒരു തെറ്റു വരുത്തി എന്നു കരുതി എനിക്കവനോടു ദേഷ്യമില്ല.	അവൻ ഒരു തെറ്റ് ചെയ്തതിനാൽ ഞാൻ അവനോട് ദേഷ്യപ്പെടുന്നില്ല.
260407	766448	eng	mal	I challenged him to a game.	ഞാൻ അവനെ ഒരു കളിക്കായി വെല്ലുവിളിച്ചു.	ഞാൻ അദ്ദേഹത്തെ ഒരു ഗെയിമിലേക്ക് വെല്ലുവിളിച്ചു.
260844	1778137	eng	mal	I ordered them to leave the room.	ഞാൻ അവരോട് മുറി വിട്ട് പോകാൻ കല്പിച്ചു.	മുറി വിടാൻ ഞാൻ അവരോട് ആവശ്യപ്പെട്ടു.
261260	651938	eng	mal	I can't make out what she said.	അവള്‍ പറഞ്ഞതെന്താണെന്ന് എനിക്ക് മനസ്സിലാക്കാന്‍ സാധിക്കുന്നില്ല.	അവൾ പറഞ്ഞത് എനിക്ക് നിർമ്മിക്കാൻ കഴിയില്ല.
261298	781636	eng	mal	I wrote down her phone number.	ഞാൻ അവളുടെ ഫോൺ നമ്പർ എഴുതിയെടുത്തു.	ഞാൻ അവളുടെ ഫോൺ നമ്പർ എഴുതി.
261797	779139	eng	mal	I get up at six every morning.	ഞാൻ എന്നും രാവിലെ ആറ് മണിക്ക് എഴുന്നേൽക്കും.	എല്ലാ ദിവസവും രാവിലെ ആറ് മണിക്ക് ഞാൻ എഴുന്നേൽക്കുന്നു.
261890	652324	eng	mal	I got the ticket for free.	എനിക്ക് ടികറ്റ് സൗജന്യമായി ലഭിച്ചു.	എനിക്ക് ടിക്കറ്റ് സൌജന്യമായി ലഭിച്ചു.
261906	655867	eng	mal	I want to live.	എനിക്ക് ജീവിക്കണം.	എനിക്ക് ജീവിക്കാൻ ആഗ്രഹമുണ്ട്.
261982	1778138	eng	mal	I'll come back.	ഞാൻ തിരിച്ചുവരും.	ഞാൻ തിരിച്ചുവരും.
261992	766452	eng	mal	I am not used to sitting up late at night.	എനിക്ക് രാത്രി വൈകിയിരുന്നു ശീലമില്ല.	ഞാൻ രാത്രി വൈകി ഇരിക്കാറില്ല.
262220	781627	eng	mal	I live with my parents.	ഞാൻ എന്റെ മാതാപിതാക്കളുടെ കൂടെയാണ് ജീവിക്കുന്നത്.	ഞാൻ എന്റെ മാതാപിതാക്കളോടൊപ്പമാണ് താമസിക്കുന്നത്.
262358	772211	eng	mal	I also went.	ഞാനും പോയി.	ഞാനും പോയി.
262680	2188422	eng	mal	We have lived in Osaka six years.	ഞങ്ങള്‍ ആറ് വര്ഷം ഒസകയില്‍ താമസിച്ചിരുന്നു.	ആറ് വർഷമായി ഞങ്ങൾ ഒസാക്കയിൽ താമസിച്ചു.
263374	665026	eng	mal	Sight is one of the five senses.	കാഴ്ച അഞ്ച് ഇന്ദ്രിയങ്ങളിൽ ഒന്നാണ്.	കാഴ്ച അഞ്ച് ഇന്ദ്രിയങ്ങളിലൊന്നാണ്.
263458	652244	eng	mal	In examinations the foolish ask questions that the wise cannot answer.	പരീക്ഷകളില്‍ ബുദ്ധിമാന്‍മാര്‍ക്ക് ഉത്തരം ചെയ്യാന്‍ പറ്റാത്ത ചോദ്യങ്ങള്‍ മന്ദബുദ്ധികള്‍ ചോദിക്കുന്നു.	പരീക്ഷകളിൽ വിഡ് ish ിക്ക് ഉത്തരം പറയാൻ കഴിയില്ല എന്ന ചോദ്യങ്ങളാണ് വിഡ് ish ികൾ ചോദിക്കുന്നത്.
263985	780413	eng	mal	We have enough time.	ഞങ്ങൾക്ക് ആവശ്യത്തിന് സമയമുണ്ട്.	ഞങ്ങൾക്ക് മതിയായ സമയമുണ്ട്.
264339	665318	eng	mal	The next train will be less crowded than this one.	അടുത്ത ട്രെയിനിലെ തിരക്ക് ഇതിനേക്കാൾ കുറവായിരിക്കും.	അടുത്ത ട്രയിന് ഇതിനെക്കാള് കുറവായിരിക്കും.
266065	780454	eng	mal	Help me.	എന്നെ സഹായിക്കൂ.	എന്നെ സഹായിക്കൂ.
266761	763865	eng	mal	Be sure to turn off the gas before you go out.	പുറത്ത് പോകുന്നതിനു മുമ്പ് ഗ്യാസ് അണച്ചു എന്നുറപ്പ് വരുത്തുക.	നിങ്ങൾ പുറത്തു പോകുന്നതിന് മുമ്പ് ഗ്യാസ് ഓഫുചെയ്യുമെന്ന് ഉറപ്പാക്കുക.
268828	7896036	eng	mal	Unbelievable!	അവിശ്വസനീയം.	അവിശ്വസനീയമാണ്!
269174	789584	eng	mal	I need a new bicycle.	എനിക്ക് ഒരു പുതിയ സൈക്കിൾ വേണം.	എനിക്ക് ഒരു പുതിയ സൈക്കിൾ വേണം.
270311	716636	eng	mal	Does mankind have dominion over animals and birds?	മനുഷ്യരാശിക്ക് മൃഗങ്ങളുടെയും പക്ഷികളുടെയും മേൽ ആധിപത്യമുണ്ടോ?	മൃഗങ്ങളുടെയും പക്ഷികളുടെയും മേൽ മനുഷ്യവർഗത്തിന് ആധിപത്യമുണ്ടോ?
270769	789019	eng	mal	It is impossible to live without water.	വെള്ളമില്ലാതെ ജീവിക്കുന്നത് അസാധ്യമാണ്.	വെള്ളമില്ലാതെ ജീവിക്കുന്നത് അസാധ്യമാണ്.
270865	1776823	eng	mal	Nothing was to be seen but water.	വെള്ളമല്ലാതെ മറ്റൊന്നും കണ്ടില്ല.	വെള്ളമല്ലാതെ ഒന്നും കാണേണ്ടതില്ലായിരുന്നു.
270999	660530	eng	mal	How was the math test?	കണക്ക് പരീക്ഷ എങ്ങനെയുണ്ടായിരുന്നു?	കണക്ക് പരിശോധന എങ്ങനെയായിരുന്നു?
271008	727076	eng	mal	I do not like mathematics very much.	എനിക്ക് കണക്ക് അത്ര ഇഷ്ടമല്ല.	എനിക്ക് ഗണിതശാസ്ത്രം വളരെയധികം ഇഷ്ടമല്ല.
271061	781623	eng	mal	I am leaving town for a few days.	ഞാൻ കുറച്ച് ദിവസത്തേക്ക് പട്ടണം വിടുകയാണ്.	കുറച്ച് ദിവസമായി ഞാൻ പട്ടണം വിടുകയാണ്.
271461	708494	eng	mal	The government has been reforming education.	സർക്കാർ വിദ്യാഭ്യാസത്തെ പരിഷ്ക്കരിച്ചു കൊണ്ടിരിക്കുകയാണ്.	സര് ക്കാര് വിദ്യാഭ്യാസം പരിഷ് കരിച്ചു വരികയാണ് ചെയ്തത്.
271710	662433	eng	mal	He must not live.	അവൻ ജീവിക്കാൻ പാടില്ല.	അവൻ ജീവിക്കരുത്.
273275	772222	eng	mal	The year the war ended, I was born.	യുദ്ധം തീർന്ന വർഷമാണ്, ഞാൻ ജനിച്ചത്.	യുദ്ധം അവസാനിച്ച വർഷം, ഞാൻ ജനിച്ചു.
273579	654764	eng	mal	I remember seeing him before.	ഞാന്‍ അവനെ മുമ്പ് കണ്ടതായി ഓര്‍ക്കുന്നു.	അവനെ മുമ്പ് കണ്ടത് ഞാൻ ഓർക്കുന്നു.
273709	652239	eng	mal	All books may be divided into two classes.	എല്ലാ പുസ്തകങ്ങളെയും രണ്ടു വിഭാഗങ്ങളിലായി വേര്‍തിരിക്കാന്‍ സാധിക്കും.	എല്ലാ പുസ്തകങ്ങളും രണ്ട് ക്ലാസുകളാക്കി വിഭജിക്കാം.
274213	653465	eng	mal	Please open the window.	ദയവായി ആ ജനാല തുറക്കൂ	ദയവായി വിൻഡോ തുറക്കുക.
274267	763857	eng	mal	The Prime Minister resigned yesterday.	പ്രധാന മന്ത്രി ഇന്നലെ രാജിവച്ചു.	പ്രധാനമന്ത്രി ഇന്നലെ രാജിവച്ചു.
274613	781061	eng	mal	What else do you want?	വേറെ എന്താണ് നിനക്ക് വേണ്ടത്?	നിങ്ങൾക്ക് മറ്റെന്താണ് വേണ്ടത്?
274750	817302	eng	mal	One should not speak ill of others.	ആരും മറ്റുള്ളവരെ കുറിച്ച് മോശമായി സംസാരിക്കാൻ പാടില്ല.	ഒരാൾ മറ്റുള്ളവരോട് അസുഖം സംസാരിക്കരുത്.
275143	652323	eng	mal	The sun is so distant from the earth.	സൂര്യന്‍ ഭൂമിയില്‍ നിന്ന് വളരെ ദൂരെയാണ്.	സൂര്യൻ ഭൂമിയിൽ നിന്ന് വളരെ അകലെയാണ്.
275300	665323	eng	mal	There's no point in waiting.	കാത്തിരുന്നിട്ട് കാര്യമില്ല.	കാത്തിരിക്കുന്നതിൽ അർത്ഥമില്ല.
276306	716625	eng	mal	Who will be elected chairman?	ചെയർമാനായി ആരെയാണ് തെരഞ്ഞെടുക്കാൻ പോകുന്നത്?	ആരാണ് ചെയർമാൻ തിരഞ്ഞെടുക്കുന്നത്?
276472	2188427	eng	mal	Everyone has their own strong and weak points.	എല്ലാവര്‍ക്കും തങ്ങളുടെതായ ശക്തിയും ദൗര്‍ബല്യങ്ങളും ഉണ്ട് .	എല്ലാവർക്കും ശക്തവും ദുർബലവുമായ പോയിന്റുകളുണ്ട്.
276631	666257	eng	mal	Nobody came to help me.	ആരും എന്നെ സഹായിക്കാൻ വന്നില്ല.	എന്നെ സഹായിക്കാൻ ആരും വന്നില്ല.
277121	2741032	eng	mal	The earth is round.	ഭൂമി ഉരുണ്ടതാണ്.	ഭൂമി വൃത്താകൃതിയിലാണ്.
277121	2741033	eng	mal	The earth is round.	ഭൂമി ഉരുണ്ടത്‌ ആണ്.	ഭൂമി വൃത്താകൃതിയിലാണ്.
277726	652241	eng	mal	He was sentenced to three years in jail.	അവനെ മൂന്ന് വര്‍ഷത്തെ തടവിനായി വിധിച്ചു.	ഇയാളെ മൂന്നുവര് ഷം തടവിന് ശിക്ഷിച്ചു.
277945	2186960	eng	mal	The audience applauded him, which means his performance was a success.	കേള്‍വിക്കാര്‍ അവനെ കൈകൊട്ടി അഭിനന്ദിച്ചു, അതായതു അവന്റെ പ്രകടനം വിജയിച്ചു.	പ്രേക്ഷകർ അദ്ദേഹത്തെ അഭിനന്ദിച്ചു, അതിനർത്ഥം അദ്ദേഹത്തിന്റെ പ്രകടനം വിജയമായിരുന്നു.
278179	672967	eng	mal	If I had been a bird, I could have flown to you.	ഞാൻ ഒരു പക്ഷിയായിരുന്നെങ്കിൽ, എനിക്ക് നിന്റെ അടുത്തേക്ക് പറന്നു വരാമായിരുന്നു.	ഞാൻ ഒരു പക്ഷിയായിരുന്നുവെങ്കിൽ, എനിക്ക് നിങ്ങളുടെ അടുത്തേക്ക് പറക്കാമായിരുന്നു.
278505	652235	eng	mal	The garden was larger than I had expected.	ഞാന്‍ പ്രതീക്ഷച്ചതിനേക്കാള്‍ വലുതാണ് ഈ പൂന്തോട്ടം.	ഞാൻ പ്രതീക്ഷിച്ചതിലും വലുതായിരുന്നു പൂന്തോട്ടം.
278606	772213	eng	mal	Don't give up!	വിട്ടു കൊടുക്കരുത്	ഉപേക്ഷിക്കരുത്!
279553	772221	eng	mal	They'll kill me.	അവർ എന്നെ കൊല്ലും.	അവർ എന്നെ കൊല്ലും.
279975	7896038	eng	mal	Naturally.	സ്വഭാവികമായും.	സ്വാഭാവികമായും.
280931	3712142	eng	mal	They hated each other.	അവര്‍ പരസ്പരം വെറുത്തു.	അവർ പരസ്പരം വെറുത്തു.
281001	780464	eng	mal	The price of meat dropped.	ഇറച്ചിയുടെ വില കുറഞ്ഞു.	മാംസത്തിന്റെ വില കുറഞ്ഞു.
281035	794069	eng	mal	The rainbow has seven colors.	മഴവില്ലിന് ഏഴ് നിറങ്ങളുണ്ട്.	മഴവില്ലിന് ഏഴ് നിറങ്ങളുണ്ട്.
281343	2188420	eng	mal	Remove your shoes in a Japanese house.	ജാപനീസ് ഗൃഹങ്ങളില്‍ നിങ്ങളുടെ പാദരക്ഷകള്‍ അഴിക്കുക.	ഒരു ജാപ്പനീസ് വീട്ടിൽ നിങ്ങളുടെ ഷൂസ് നീക്കംചെയ്യുക.
281860	781643	eng	mal	Can you come on Sunday evening?	ഞായറാഴ്ച വൈകുന്നേരം നിനക്ക് വരാൻ പറ്റുമോ?	ഞായറാഴ്ച വൈകുന്നേരം വരാമോ?
282032	652226	eng	mal	The cat slept on the table.	ആ പൂച്ച മേശപ്പുറത്ത് ഉറങ്ങി.	പൂച്ച മേശപ്പുറത്ത് ഉറങ്ങി.
282056	1776846	eng	mal	The cat scratched my hand.	ആ പൂച്ച എന്റെ കൈയിൽ മാന്തി.	പൂച്ച എന്റെ കൈ മാന്തികുഴിഞ്ഞു.
282398	7896040	eng	mal	Nonsense!	അസംബന്ധം!	അസംബന്ധം!
282440	656096	eng	mal	Not being tall is not a serious disadvantage in life.	പൊക്കമില്ലായ്മ ജീവിതത്തില്‍ അത്ര വലിയ പോരായ്മയല്ല.	ഉയരാത്തത് ജീവിതത്തില് ഗുരുതരമായ ഒരു പോരായ്മയല്ല.
284475	817304	eng	mal	He and I are teachers.	അവനും ഞാനും അദ്ധ്യാപകരാണ്.	ഞാനും അവനും അധ്യാപകരാണ്.
