SRC_ID	TGT_ID	SRC_LANG	TGT_LANG	SRC_SENT	TGT_SENT	PRED
3129506	7210923	eng	tel	Did all this really happen?	ఇదంతా నిజంగా జరిగిందా ?	ఇవన్నీ నిజంగా జరిగాయా?
3178315	7210924	eng	tel	You must stay where you are.	నువ్వు ఎక్కడ ఉన్నవో అక్కడే ఉండు	మీరు ఎక్కడ ఉన్నారో అక్కడే ఉండాలి.
3178377	7204171	eng	tel	You have to come at once.	నువ్వు ఒక్కసారిగా రావాలి	మీరు ఒకేసారి రావాలి.
3181937	7216906	eng	tel	I don't have time to talk right now.	నాకు ఇప్పుడు మాట్లాడేంత సమయం లేదు	ప్రస్తుతం మాట్లాడటానికి నాకు సమయం లేదు.
3184018	7207694	eng	tel	Was it really that bad?	అది నిజంగా అంత చెడ్డదా ?	ఇది నిజంగా చెడ్డదా?
3219435	7207696	eng	tel	Are you still afraid something might happen?	ఏమైనా అవుతుందని ఇంకా భయపడుతున్నావా ?	ఏదో జరగవచ్చని మీరు ఇంకా భయపడుతున్నారా?
3286813	7217106	eng	tel	There was nothing left.	ఇంకేమి మిగల్లేదు	ఏమీ మిగలలేదు.
3301480	7216902	eng	tel	How tall is she?	ఆమె ఎంత పొడుగు ?	ఆమె ఎంత ఎత్తులో ఉంది?
3355618	3534751	eng	tel	Are you guys OK?	మీరు బాగున్నారా ?	మీరు అబ్బాయిలు సరేనా?
3377159	7217099	eng	tel	It's not all your fault.	ఇదంతా నీ తప్పు కాదు	ఇది మీ తప్పు కాదు.
3396553	7207841	eng	tel	When you're a father, you'll understand.	నువ్వు నాన్న అయినప్పుడు నీకు అర్ధం అవుతుంది	మీరు తండ్రిగా ఉన్నప్పుడు, మీరు అర్థం చేసుకుంటారు.
3535890	3535918	eng	tel	Why are you still not sleeping?	నువ్వు ఇంకా ఎందుకు నిద్రపొవట్లేదు.	మీరు ఇంకా ఎందుకు నిద్రపోలేదు?
3543000	3543069	eng	tel	Only animal products contain cholesterol.	జంతు పదార్ధాలు మాత్రమే కొవ్వును కలిగి ఉంటాయి.	జంతు ఉత్పత్తులు మాత్రమే కొలెస్ట్రాల్ కలిగి.
3543592	3544094	eng	tel	I'm learning the Burmese language.	నేను బర్మీస్ భాషను నేర్చుకుంటున్నాను.	నేను బర్మీస్ భాష నేర్చుకుంటున్నాను.
3543598	3544088	eng	tel	As far as I know, she's not yet married.	నాకు తెలిసినంత మటుకు తనకింకా పెళ్లి కాలేదు.	నాకు తెలిసినంతవరకు, ఆమె ఇంకా వివాహం చేసుకోలేదు.
3543608	3544085	eng	tel	My bag was nowhere to be found.	నా బాగ్ ఎక్కడా కనిపించుటలేదు.	నా బ్యాగ్ ఎక్కడా కనిపించలేదు.
3543634	3544083	eng	tel	I'm old enough to make my own decisions.	నేను నా సొంత నిర్ణయాలు తీసుకునేఅంత పెద్దవాదినయ్యాను.	నా స్వంత నిర్ణయాలు తీసుకునేంత వయస్సు నాకు ఉంది.
3543639	3544079	eng	tel	Mary bought a new dress for the party.	మేరీ పార్టీ కోసం కొత్త డ్రెస్ కొన్నది.	మేరీ పార్టీ కోసం కొత్త దుస్తులు కొన్నారు.
3543649	3544077	eng	tel	Mary bought a fake Gucci handbag.	మేరీ ఒక నఖిలీ గుచ్ఛిీ హ్యాండ్‌బ్యాగ్ కొన్నది.	మేరీ నకిలీ గుచి హ్యాండ్ బ్యాగ్ కొన్నారు.
3543674	3544076	eng	tel	Tom's girlfriend threatened to leave him.	టామ్ గర్ల్‌ఫ్రెండ్ తనని వదిలేస్తానని బెదిరించింది.	టామ్ స్నేహితురాలు అతన్ని విడిచిపెడతానని బెదిరించింది.
3543675	3544074	eng	tel	Mary's boyfriend threatened to leave her.	మేరీ బోయ్ ఫ్రెండ్ తనని వదిలేస్తానని బెదిరించాడు.	మేరీ ప్రియుడు ఆమెను విడిచిపెడతానని బెదిరించాడు.
3543690	3544073	eng	tel	Tom washed his hands and face.	టామ్ తన చేతులు మొహం కడుక్కున్నాడు.	టామ్ తన చేతులు మరియు ముఖం కడుగుతాడు.
3543692	3544072	eng	tel	Where words fail, music speaks.	ఎక్కడ పదాలు మాట్లాడలేవో అక్కడ సంగీతం మాట్లాడుతుంది.	పదాలు విఫలమైన చోట, సంగీతం మాట్లాడుతుంది.
3543737	3544068	eng	tel	What are you and Tom doing tomorrow?	రేపు నువ్వు టామ్ ఏం చేస్తున్నారు.	మీరు మరియు టామ్ రేపు ఏమి చేస్తున్నారు?
3543832	3544064	eng	tel	Tom washed the lenses of his glasses with warm, soapy water and dried them on a cloth.	తన కళ్లజోడు అద్దాలను టామ్ వేడిగా ఉన్న సబ్బు నీళ్ళతో కడిగి గుడ్డ పై ఆరాపెట్టాడు.	టామ్ తన అద్దాలు యొక్క కటకాలను వెచ్చని, సబ్బు నీటితో కడుగుతాడు మరియు ఒక వస్త్రం మీద వాటిని ఎండబెట్టాడు.
3558051	7233125	eng	tel	Her arms and legs are long.	ఆవిడ చేతులు, కాళ్ళు పొడవుగా ఉంటాయి	ఆమె చేతులు మరియు కాళ్ళు పొడవుగా ఉన్నాయి.
3593650	7204133	eng	tel	When did you quit smoking?	పొగ తాగడం ఎప్పుడు ఆపేశావ్?	మీరు ఎప్పుడు ధూమపానం మానేశారు?
3663249	3717202	eng	tel	There are islands in the sea.	సముద్రంలో ద్వీపాలు ఉన్నాయి.	సముద్రంలో ద్వీపాలు ఉన్నాయి.
3736236	7207811	eng	tel	I've thought of that.	నాకు అది తట్టింది	నేను దాని గురించి ఆలోచించాను.
3822938	7217022	eng	tel	What else can I lose?	నేను ఇంకేం కోల్పోతాను ?	నేను ఇంకా ఏమి కోల్పోతాను?
3907150	7210928	eng	tel	Why did you lie to her?	ఆమెకి అబద్దం ఎందుకు చెప్పావు ?	మీరు ఆమెతో ఎందుకు అబద్ధం చెప్పారు?
3910662	7207700	eng	tel	I never actually saw him.	నేను అతన్ని ఎప్పుడూ చూడలేదు	నేను అతనిని ఎప్పుడూ చూడలేదు.
3911508	7216900	eng	tel	We should get rid of her.	మనం తనని వదిలించుకోవాలి	మేము ఆమెను వదిలించుకోవాలి.
3913156	7217088	eng	tel	Let him stay there.	అతన్ని అక్కడ ఉండనివ్వు	అతను అక్కడే ఉండనివ్వండి.
3919324	7207859	eng	tel	It's hard to blame them.	వాళ్ళని అని ఏం లాభం లేదు	వారిని నిందించడం కష్టం.
4232520	7216987	eng	tel	Sitting down all day is bad for you.	రోజంతా కూర్చోవడం నీకు మంచిది కాదు	రోజంతా కూర్చోవడం మీకు చెడ్డది.
4320401	7217048	eng	tel	Help came too late.	సహాయం చాలా ఆలస్యముగా వచ్చింది	చాలా ఆలస్యంగా సహాయం వచ్చింది.
4502017	7217027	eng	tel	You seem very happy.	నువ్వు చాలా సంతోషంగా ఉన్నట్లున్నావ్	మీరు చాలా సంతోషంగా ఉన్నారు.
4555662	7207853	eng	tel	Is there water there?	అక్కడ మంచి నీళ్లు ఉన్నాయా ?	అక్కడ నీరు ఉందా?
4648997	7216869	eng	tel	Where did you put my book?	నా పుస్తకం ఎక్కడ పెట్టావ్?	మీరు నా పుస్తకం ఎక్కడ ఉంచారు?
4703087	7216983	eng	tel	He's my son.	అతను మా అబ్బాయి	అతను నా కొడుకు.
4960751	1098762	eng	tel	Oh no! He fell down!	అయ్యో! పడిపోయాడా!	ఓహ్! అతను కింద పడిపోయాడు!
4960753	3534751	eng	tel	Are you guys doing well?	మీరు బాగున్నారా ?	మీరు అబ్బాయిలు బాగా చేస్తున్నారా?
4960755	3534751	eng	tel	Is everything going well with everyone?	మీరు బాగున్నారా ?	అందరితో అంతా బాగానే ఉందా?
4960757	1098665	eng	tel	Is it really true?!	ఎమిటీ! ఇది నిజమా?	ఇది నిజంగా నిజమేనా?
4960758	1098665	eng	tel	Are you for real?!	ఎమిటీ! ఇది నిజమా?	మీరు నిజమా?
4960759	1098676	eng	tel	Ramudu went to school.	రాముడు బడికి వచ్చాడు.	రాముడు స్కూల్ కి వెళ్లాడు.
4960767	1098741	eng	tel	Read this in the evening.	ఇది సయంత్రం చదువు.	సాయంత్రం ఇది చదవండి.
4960770	1098684	eng	tel	Have you completed your homework?	హోమ్‌వర్క్ చేశావా ?	మీరు మీ ఇంటి పనిని పూర్తి చేశారా?
4960772	1098684	eng	tel	Is your homework done?	హోమ్‌వర్క్ చేశావా ?	మీ హోంవర్క్ పూర్తయిందా?
4960774	1098684	eng	tel	Is your homework finished?	హోమ్‌వర్క్ చేశావా ?	మీ హోంవర్క్ పూర్తయిందా?
4999970	7207813	eng	tel	It's very valuable.	అది చాలా విలువైనది	ఇది చాలా విలువైనది.
5138127	7204209	eng	tel	Don't hesitate to ask me for help.	నన్ను సహాయం అడగడానికి ఏం సందేహ పడొద్దు	నన్ను సహాయం కోసం అడగడానికి వెనుకాడరు.
5165758	7216979	eng	tel	I do make mistakes.	నేనూ తప్పులు చేస్తాను	నేను తప్పులు చేస్తాను.
5228960	7204172	eng	tel	Yes, you can.	నువ్వు చేయగలవు	అవును, మీరు చేయవచ్చు.
5916155	7217032	eng	tel	You've arrived very early.	నువ్వు చాల త్వరగా వచ్చావు	మీరు చాలా త్వరగా వచ్చారు.
5937350	7204195	eng	tel	I'm usually the one who does that.	సాదారణంగా అది చేసేది నేనే	నేను సాధారణంగా అలా చేసేవాడిని.
5966163	7216969	eng	tel	The day is not over yet.	ఈ రోజు ఇంకా అయిపోలేదు	రోజు ఇంకా ముగియలేదు.
6040259	7204227	eng	tel	Are you prepared to do this?	ఇది చెయ్యడానికి సిద్దంగా వున్నావా	మీరు దీన్ని చేయడానికి సిద్ధంగా ఉన్నారా?
6066960	7204216	eng	tel	I suggest you do that.	నువ్వు అది చెయ్యమని నా సలహా	నేను మీకు సూచిస్తున్నాను.
6108882	7216854	eng	tel	I've never been to Japan.	నేనెప్పుడూ జపాన్ వెళ్ళలేదు	నేను జపాన్ కు ఎప్పుడూ వెళ్ళలేదు.
6199683	7207610	eng	tel	Why can't giraffes sing?	జిరాఫీలు ఎందుకు పాడలేవు ?	జిరాఫీలు ఎందుకు పాడలేవు?
6230461	9253792	eng	tel	Tom thought he might not be permitted to do that by himself.	టామ్ తనకు తాను చేయటానికి అనుమతించకపోవచ్చని అనుకున్నాడు.	టామ్ స్వయంగా అలా చేయటానికి అనుమతించబడకపోవచ్చు అనుకున్నాడు.
6289899	7207860	eng	tel	Yes?	అవునా ?	అవును?
6297909	7216846	eng	tel	Is this Chinese or Japanese? "It's Korean."	ఇది చైనీసా లేక జపనీసా ? ఇది కొరియన్	ఇది చైనీస్ లేదా జపనీస్? "ఇది కొరియా".
6343670	7207820	eng	tel	I wouldn't go there today if I were you.	నేను నువ్వైతే ఈరోజు అక్కడికి వెళ్ళను	నేను మీరు అయితే నేను ఈ రోజు అక్కడికి వెళ్ళను.
6374295	7207795	eng	tel	I think that won't help.	నేను అనుకునేది అది ఉపయోగపడదు	అది సహాయం చేయదని నేను అనుకుంటున్నాను.
6412898	7204087	eng	tel	Mary freaked out when she heard what Tom had done.	టామ్ చెసింది విని మేరీ విరుచుకుపడింది	టామ్ ఏమి చేశాడో ఆమె విన్నప్పుడు మేరీ విచిత్రంగా ఉంది.
6418842	7204089	eng	tel	Mary could've lied to you, but she didn't.	మేరీ నీకు అబద్దం చెప్పి వుండేది, కాని చెప్పలేదు	మేరీ మీకు అబద్దం చెప్పగలిగింది, కానీ ఆమె అలా చేయలేదు.
6432777	7204179	eng	tel	It's going to take all afternoon and maybe more.	మధ్యాహ్నం మొత్తం లేదా ఇంకా ఎక్కువ సమయం పట్టొచ్చు	ఇది మధ్యాహ్నం అంతా పడుతుంది మరియు మరింత కావచ్చు.
6633637	7207803	eng	tel	I'm hungry again.	నాకు మళ్ళా ఆకలి వేస్తుంది	నేను మళ్ళీ ఆకలితో ఉన్నాను.
6660932	7204141	eng	tel	I'm getting off at the next bus stop.	నేను వచ్చే స్టాపు లో దిగుతాను	నేను తదుపరి బస్ స్టాప్ వద్ద దిగుతున్నాను.
6666970	7207825	eng	tel	I don't know who won.	ఎవరు గెలిచారో నాకు తెలియదు	ఎవరు గెలిచారో నాకు తెలియదు.
6706177	7204221	eng	tel	I'm not allowed to do that here.	అది ఇక్కడ చెయ్యడానికి నాకు అనుమతి లేదు	ఇక్కడ చేయటానికి నాకు అనుమతి లేదు.
6734133	7216835	eng	tel	You are chubby.	నువ్వు బొద్దుగా వున్నావు	మీరు చబ్బీ.
6736524	7217039	eng	tel	They will sing a song.	వాళ్ళు ఒక పాట పాడతారు	వారు ఒక పాట పాడతారు.
6942429	7204152	eng	tel	Do you usually eat breakfast before seven?	నువ్వు మాములుగా ఏడు కు ముందే టిఫిన చెస్తావా?	మీరు సాధారణంగా ఏడు ముందు అల్పాహారం తింటున్నారా?
6958606	7216975	eng	tel	We did that deliberately.	మేము అది కావాలని చేశాం	మేము ఉద్దేశపూర్వకంగా చేసాము.
7000267	7216830	eng	tel	Killing two birds with one stone	ఒక్క దెబ్బకి రెండు పిట్టలు	ఒక రాయితో రెండు పక్షులను చంపడం
7114638	7207611	eng	tel	We haven't slept in days.	మేము రోజుల తరబడి నిద్రపోలేదు	మేము చాలా రోజుల్లో పడుకోలేదు.
7131947	9253775	eng	tel	Tom and I often chat on the bus.	టామ్ మరియు నేను తరచుగా బస్సులో ముచ్చటిస్తుంటాము.	టామ్ మరియు నేను తరచుగా బస్సులో చాట్ చేస్తాము.
7381983	9253737	eng	tel	Mary likes what she sees.	మేరీకి తాను చూసేది తనకి నచ్చుతుంది.	మేరీ చూసేదాన్ని ఇష్టపడతాడు.
7474423	9253679	eng	tel	They say they want to go home early.	వారు ఇంటికి త్వరగా వెళ్లాలని కోరుతున్నారు.	త్వరగా ఇంటికి వెళ్లాలని వారు అంటున్నారు.
8920035	9253685	eng	tel	Why do you want to come?	మీరు ఎందుకు రావాలనుకుంటున్నారు?	మీరు ఎందుకు రావాలనుకుంటున్నారు?
